id,municipio_id,estado_id,calle,numero_exterior,numero_interior,colonia,codigo_postal,latitud,longitud,created_at,updated_at,deleted_at
692,631,14,Nicolás Bravo ,339,4,Centro,49000,19.71235489,-103.4746399,2022/12/10 12:14,2023/06/06 10:58
693,532,14,Toronto,1648,0,Providencia,44639,20.34474206,-103.3877924,2022/12/13 11:54,2023/07/26 10:52
694,600,14,Luis Moya,69,0,Centro,47860,0,0,2022/12/28 09:36,2023/04/22 11:05
695,536,14,Javier Mina,33,0,Centro,45300,0,0,2022/12/28 12:54,2022/12/28 16:31
696,631,14,Manuel Lopez Cotilla,132,0,Centro,49000,0,0,2022/12/28 17:08,2023/04/21 17:38
697,532,14,Justo Sierra,2899,2,Vallarta Norte ,44690,0,0,2023/01/09 15:43,2023/01/17 11:42
698,532,14,López Cotilla,1465,Piso 6 y 7,Americana,44140,20.67356899,-103.3689237,2023/01/10 12:33,2023/03/24 15:33
699,532,14,ANALCO,285,0,ANALCO,44450,20.66968927,-103.3401328,2023/01/23 18:13,2023/05/31 12:48
700,532,14,SIN DATO,0,0,SIN DATO,0,0,0,2023/01/24 11:11
701,532,14,AVENIDA LA PAZ ,1206,1206,CENTRO ,44100,0,0,2023/01/26 12:20
702,532,14,José Guadalupe Zuno,2022,N/A,Americana,44160,0,0,2023/02/01 14:32,2023/08/21 17:47
703,532,14,República ,10,0,San Juan de Dios ,44360,20.67182839,-103.3286282,2023/02/02 16:07,2023/09/05 18:43
704,532,14,Av. Federalismo Sur ,425,0,Centro,44100,20.67024442,-103.3545081,2023/02/07 09:32,2023/09/05 13:41
705,532,14,AV. PLAN DE SAN LUIS ,2025,0,Chapultepec Country,44620,0,0,2023/02/16 12:49,2023/08/22 17:27
706,532,14,Pedro Moreno,1616,0,Americana,44160,0,0,2023/02/16 13:46,2023/08/01 14:53
707,532,14,Pedro Moreno,1616,0,Americana,44160,0,0,2023/02/17 08:47
708,533,14,Hielo,74,0,Fraccionamiento valle esmeralda,45138,0,0,2023/02/17 14:14,2023/08/22 17:27
709,532,14,Pedro Moreno,1616,0,Americana,44160,0,0,2023/02/17 14:53,2023/08/01 14:53
710,532,14,Amado Nervo,349,0,Ladrón de Guevara,44100,0,0,2023/02/20 23:46,2023/07/26 21:39
711,540,14,Río de Janeiro ,12,0,Sagrado Corazón ,45430,20.62185961,-103.0740523,2023/02/23 15:16,2023/02/28 22:56
712,533,14,Vereda de los Pelícanos,5,0,Puerta de Hierro,45116,0,0,2023/02/24 17:14,2023/08/30 15:31
713,539,14,Guadalupe Sigala ,78,0,Santa Paula ,45400,20.59463923,-103.2511081,2023/02/25 17:01,2023/02/28 23:18
714,532,14,Av. Lázaro Cárdenas,3454,6,Jardines de los Arcos,44500,20.66755613,-103.3978915,2023/03/07 00:53,2023/07/11 15:23
715,532,14,AV. PASEO DE LOS VIRREYES,920,B5,VIRREYES RESIDENCIAL,45110,0,0,2023/03/08 10:50,2023/07/11 15:23
716,631,14,Av Jalisco ,305,0,Centro,49000,0,0,2023/04/22 15:07,2023/06/01 12:10
717,631,14,Insurgentes sur ,110,0,Fraccionamiento Valle del Sol,49051,0,0,2023/04/27 16:13,2023/06/01 12:10
718,532,14,Francisco I. Madero,729,0,Centro,44100,20.67341071,-103.3564142,2023/05/05 11:46,2023/08/18 11:20
719,597,14,Av. Manuel Gómez Morín ,325,0,Jardines de la Rivera,47600,20.80858659,-102.7772787,2023/05/17 17:05,2023/06/16 11:25
720,597,14,Ricardo Alcalá Iñiguez,435,0,Centro,47600,0,0,2023/05/17 17:34,2023/06/16 11:25
721,532,14,Av López Mateos,320,0,Ladrón de Guevara,44600,20.68166418,-103.3511899,2023/05/18 13:36,2023/06/07 11:35
722,532,14,Héroes Ferrocarrileros,1325,0,San Carlos,44460,20.65380796,-103.3459425,2023/05/29 14:03,2023/05/30 16:53
723,532,14,Héroes Ferrocarrileros,1325,0,San Carlos,44460,20.65380796,-103.3459425,2023/05/31 12:35,2023/08/14 12:50
724,533,14,Independenccia,1195,NA,Santa Lucía,45200,0,0,2023/06/04 10:18,2023/08/21 18:54
725,532,14,Federico Ibarra ,1005,0,Santa Mónica ,44220,0,0,2023/06/04 10:51,2023/09/15 14:09
726,631,14,Constitución,313,4,Centro,49000,0,0,2023/06/05 11:30,2023/06/05 11:31
727,532,14,Manuel López Cotilla,1854,0,Americana ,44160,20.67369196,-103.3749962,2023/06/09 10:03,2023/07/31 12:45
728,532,14,Ley,2639,N/A,Circunvalación Vallarta,44680,20.68116504,-103.3840084,2023/06/12 09:55,2023/06/13 12:11
729,532,14,Ley,2639,N/A,Circunvalación Vallarta,44680,20.68116504,-103.3840084,2023/06/13 14:24
730,532,14,Ley,2639,N/A,Circunvalación Vallarta,44680,20.68116504,-103.3840084,2023/06/14 07:39,2023/09/12 14:08
731,631,14,Nicolás Bravo ,339,4,Centro,49000,19.71235489,-103.4746399,2023/06/19 15:49,2023/07/13 13:35
732,532,14,Calzada del Federalismo Norte ,1809,1,San Miguel de Mezquitan,44260,20.70208627,-103.355081,2023/06/20 11:35,2023/08/28 15:07
733,532,14,Manuel Lopez cotilla ,1976,0,Arcos Vallarta ,44130,20.62506457,-103.1248071,2023/06/28 15:44,2023/07/07 14:36
734,532,14,Palermo ,3060,0,lomas del valle,44670,20.69139539,-103.3963037,2023/07/03 10:55
735,532,14,Palermo ,3060,0,lomas del valle,44670,20.69139539,-103.3963037,2023/07/03 17:16,2023/08/21 14:49
736,532,14,Morelos,570,0,Centro,44100,0,0,2023/07/05 13:05,2023/07/12 15:14
737,631,14,Nicolás Bravo ,339,4,Centro,49000,19.71235489,-103.4746399,2023/07/13 14:05,2023/09/04 11:40
738,553,14,MOREÑA,8,0,Las Pergolas,45900,0,0,2023/07/19 17:58,2023/07/26 21:39
739,533,14,Madero ,5850,0,Jocotán,45017,0,0,2023/07/25 13:34,2023/09/12 11:50
740,553,14,Hacienda la Moreña ,8,0,Las Pergolas,45900,20.34437724,-103.0829218,2023/07/26 20:09,2023/07/26 21:37
741,533,14,Madero,5850,0,Jocotán,45017,0,0,2023/07/28 14:49,2023/09/12 11:50
742,533,14,Aurora Boreal,4277,3,Arboledas,45070,0,0,2023/07/28 19:44
743,532,14,CJON DEL IRIS ,95,37,FRACC CD BUGAMBILIAS,0,0,0,2023/08/06 16:13,2023/09/14 18:37
744,544,14,Privada Cda. Matamoros Sur,54,0,San Agustín,45640,20.54092399,-103.4651933,2023/08/14 17:51,2023/09/14 18:37
745,532,14,Francisco Javier Gamboa,171,0,Americana,44158,0,0,2023/08/18 11:51,2023/09/11 18:04
746,533,14,Andador 20 de Noviembre,197,0,Zapopan Centro ,45100,0,0,2023/08/23 11:09,2023/09/04 13:22
747,533,14,Av. Xochitl,3709,0,Ciudad del Sol,45050,20.65483389,-103.4035302,2023/08/29 12:25,2023/08/29 12:35
748,532,14,Buenos Aires ,2998,0,Providencia 4ta Sección,44639,0,0,2023/08/31 10:40,2023/09/11 15:20
749,533,14,Emiliano Zapata,110,0,Zapopan centro,45100,0,0,2023/08/31 16:44
750,533,14,Emiliano Zapata,110,0,Zapopan centro,45100,0,0,2023/08/31 16:45,2023/09/04 19:03
751,532,14,Avenida Federalismo Sur ,566,0,Centro ,44180,20.66806808,-103.3553275,2023/09/07 13:25,2023/09/14 18:37
