id,ciclo_escolar_id,turno_id,grado_id,descripcion,grupo,generacion,generacion_fecha_inicio,generacion_fecha_fin,created_at,updated_at,deleted_at
181,91,4,2,Segundo cuatrimestre,A,2018A-2020C,2018/01/08,2020/12/11,2020/05/04 13:11,1900/01/01 00:00,1900/01/01 00:00
182,92,4,3,Tercero cuatrimestre,A,2018A-2020C,2018/01/08,2020/12/11,2020/05/04 13:19,1900/01/01 00:00,1900/01/01 00:00
183,93,4,4,Cuarto cuatrimestre,A,2018A-2020C,2018/01/08,2020/12/11,2020/05/04 13:28,1900/01/01 00:00,1900/01/01 00:00
184,94,4,5,Quinto cuatrimestre,A,2018A-2020C,2018/01/08,2020/12/11,2020/05/04 13:36,2020/05/04 14:01,1900/01/01 00:00
185,95,4,6,Sexto cuatrimestre,A,2018A-2020C,2018/01/08,2020/12/11,2020/05/04 14:06,1900/01/01 00:00,1900/01/01 00:00
186,96,4,7,Septimo cuatrimestre,A,2018A-2020C,2018/01/08,2020/12/11,2020/05/04 14:47,1900/01/01 00:00,1900/01/01 00:00
187,45,4,1,Primer cuatrimestre,NA,2018B-2021A,2018/05/07,0000-00-00,2020/05/04 15:08,2020/05/04 15:10,1900/01/01 00:00
188,97,4,2,Segundo cuatrimestre,A,2018B-2021A,2018/05/07,0000-00-00,2020/05/04 15:23,2020/05/19 01:25,1900/01/01 00:00
189,98,4,13,Primer semestre,A1-15,2015B-2019A,2015/09/07,2019/08/09,2020/05/04 15:33,2020/05/04 15:35,1900/01/01 00:00
190,100,4,3,Tercero cuatrimestre,A,2018B-2021A,2018/05/07,0000-00-00,2020/05/04 15:33,1900/01/01 00:00,1900/01/01 00:00
191,101,4,4,Cuarto cuatrimestre,A,2018B-2021A,2018/05/07,0000-00-00,2020/05/04 15:44,1900/01/01 00:00,1900/01/01 00:00
192,102,4,5,Quinto cuatrimestre,A,2018B-2021A,2018/05/07,0000-00-00,2020/05/04 16:02,1900/01/01 00:00,1900/01/01 00:00
193,103,4,6,Sexto cuatrimestre,A,2018B-2021A,2018/05/07,0000-00-00,2020/05/04 16:13,1900/01/01 00:00,1900/01/01 00:00
194,98,1,13,Primer semestre,B1-15,2015B-2019A,2015/09/07,2019/08/09,2020/05/04 17:14,2020/05/14 10:14,1900/01/01 00:00
195,104,4,14,Segundo semestre,A1-15,2015B-2019A,2015/09/07,2019/08/09,2020/05/04 17:24,1900/01/01 00:00,1900/01/01 00:00
196,105,4,15,Tercero semestre,A1-15,2015B-2019A,2015/09/07,2019/08/09,2020/05/04 17:26,1900/01/01 00:00,1900/01/01 00:00
197,106,4,16,Cuarto semestre,A1-15,2015B-2019A,2015/09/07,2019/08/09,2020/05/04 17:27,1900/01/01 00:00,1900/01/01 00:00
198,107,4,17,Quinto semestre,A1-15,2015B-2019A,2015/09/07,2019/08/09,2020/05/04 17:28,1900/01/01 00:00,1900/01/01 00:00
199,108,4,18,Sexto semestre,A1-15,2015B-2019A,2015/09/07,2019/08/09,2020/05/04 17:29,1900/01/01 00:00,1900/01/01 00:00
200,109,4,19,Septimo semestre,A1-15,2015B-2019A,2015/09/07,2019/08/09,2020/05/04 17:29,1900/01/01 00:00,1900/01/01 00:00
201,110,4,20,Octavo semestre,A1-15,2015B-2019A,2015/09/07,2019/08/09,2020/05/04 17:30,1900/01/01 00:00,1900/01/01 00:00
202,111,4,2,Segundo cuatrimestre,A,2018A-2020C,2018/01/08,2020/12/11,2020/05/04 19:17,1900/01/01 00:00,1900/01/01 00:00
203,112,4,3,Tercero cuatrimestre,A,2018A-2020C,2018/01/08,2020/12/11,2020/05/04 23:36,1900/01/01 00:00,1900/01/01 00:00
204,113,4,4,Cuarto cuatrimestre,A,2018A-2020C,2018/01/08,2020/12/11,2020/05/04 23:54,1900/01/01 00:00,1900/01/01 00:00
205,114,4,5,Quinto cuatrimestre,A,2018A-2020C,2018/01/08,2020/12/11,2020/05/05 00:12,1900/01/01 00:00,1900/01/01 00:00
206,115,4,6,Sexto cuatrimestre,A,2018A-2020C,2018/01/08,2020/12/11,2020/05/05 00:25,1900/01/01 00:00,1900/01/01 00:00
207,116,4,7,Septimo cuatrimestre,A,2018A-2020C,2018/01/08,2020/12/11,2020/05/05 00:41,1900/01/01 00:00,1900/01/01 00:00
208,80,1,20,Octavo semestre,A,2016A-2019B,2016/03/07,2020/02/07,2020/05/05 14:59,2020/05/29 19:39,1900/01/01 00:00
209,80,3,20,Octavo semestre,A,2016A-2019B,2016/03/07,2020/02/07,2020/05/05 15:01,2020/05/29 19:25,1900/01/01 00:00
210,33,4,13,Primer semestre,A,2018A-2019B,2018/03/05,2020/02/07,2020/05/06 14:29,1900/01/01 00:00,1900/01/01 00:00
211,83,4,13,Primer semestre,A,2017B-2019A,2017/09/04,2019/08/09,2020/05/09 17:29,1900/01/01 00:00,1900/01/01 00:00
212,62,4,1,Primer cuatrimestre,A,2016C-2019C,2016/08/29,2019/12/13,2020/05/13 11:36,1900/01/01 00:00,1900/01/01 00:00
213,119,1,13,Primer semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/13 13:00,1900/01/01 00:00,1900/01/01 00:00
214,120,1,14,Segundo semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/13 14:19,1900/01/01 00:00,1900/01/01 00:00
215,121,1,3,Tercero cuatrimestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/13 15:56,1900/01/01 00:00,1900/01/01 00:00
216,121,1,15,Tercero semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/13 16:18,1900/01/01 00:00,1900/01/01 00:00
217,97,4,1,Primer cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/14 11:35,1900/01/01 00:00,1900/01/01 00:00
218,107,1,13,Primer semestre,A1-17,2017B - 2021A,2017/09/04,2018/02/09,2020/05/14 11:42,2021/09/08 13:10,1900/01/01 00:00
219,108,1,14,Segundo semestre,A1-17,2017 B - 2021 A,2017/09/04,NULL,2020/05/14 12:12,1900/01/01 00:00,1900/01/01 00:00
220,122,1,16,Cuarto semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/14 13:22,1900/01/01 00:00,1900/01/01 00:00
221,123,1,17,Quinto semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/14 15:41,1900/01/01 00:00,1900/01/01 00:00
222,125,1,18,Sexto semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/14 17:35,1900/01/01 00:00,1900/01/01 00:00
223,126,1,19,Septimo semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/14 17:58,1900/01/01 00:00,1900/01/01 00:00
224,127,1,20,Octavo semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/14 18:06,1900/01/01 00:00,1900/01/01 00:00
225,45,4,7,Septimo cuatrimestre,NO APLICA,2018B-2021A,2018/05/07,NULL,2020/05/17 16:14,2020/05/19 01:54,2021/05/21 15:18
226,34,4,13,Primer semestre,A,2018 B-2020 A,2018/09/03,2020/08/07,2020/05/18 11:30,1900/01/01 00:00,1900/01/01 00:00
227,128,1,13,Primer semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/18 11:39,1900/01/01 00:00,1900/01/01 00:00
228,129,1,14,Segundo semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/18 11:42,1900/01/01 00:00,1900/01/01 00:00
229,35,4,14,Segundo semestre,A,2018B-2020A,2018/09/03,2020/08/07,2020/05/18 11:49,1900/01/01 00:00,1900/01/01 00:00
230,130,4,15,Tercero semestre,A,2018B-2020A,2018/09/03,2020/08/07,2020/05/18 11:58,1900/01/01 00:00,1900/01/01 00:00
231,131,4,16,Cuarto semestre,A,2018B-2020A,2018/09/03,2020/08/07,2020/05/18 12:08,1900/01/01 00:00,1900/01/01 00:00
232,132,1,15,Tercero semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/18 14:30,1900/01/01 00:00,1900/01/01 00:00
233,97,4,3,Tercero cuatrimestre,NO APLICA,2018C-2021B,2018/08/27,NULL,2020/05/19 00:46,2020/05/19 23:28,2021/05/21 15:18
234,97,4,4,Cuarto cuatrimestre,NO APLICA,2018C-2021B,2018/08/27,NULL,2020/05/19 00:48,2020/05/19 23:28,2021/05/21 15:18
235,97,4,5,Quinto cuatrimestre,NO APLICA,2018C-2021B,2018/08/27,NULL,2020/05/19 00:48,2020/05/19 23:29,2021/05/21 15:18
236,133,4,7,Septimo cuatrimestre,A,2018B-2021A,2018/05/07,NULL,2020/05/19 01:59,1900/01/01 00:00,1900/01/01 00:00
237,134,1,16,Cuarto semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/19 09:42,1900/01/01 00:00,1900/01/01 00:00
238,135,1,17,Quinto semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/19 09:54,1900/01/01 00:00,1900/01/01 00:00
239,136,1,17,Quinto semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/19 11:22,1900/01/01 00:00,1900/01/01 00:00
240,136,1,18,Sexto semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/19 11:24,1900/01/01 00:00,1900/01/01 00:00
241,137,1,19,Septimo semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/19 12:45,1900/01/01 00:00,1900/01/01 00:00
242,138,1,20,Octavo semestre,A,2016B-2020A,2016/09/05,2020/08/07,2020/05/19 12:56,1900/01/01 00:00,1900/01/01 00:00
243,64,4,3,Tercero cuatrimestre,A,2016C-2019C,2016/08/29,2019/12/13,2020/05/19 15:36,1900/01/01 00:00,1900/01/01 00:00
244,64,4,3,Tercero cuatrimestre,NA,2016C-2019C,2016/08/29,2019/12/13,2020/05/19 15:36,2020/05/19 15:37,1900/01/01 00:00
245,139,2,1,Primer cuatrimestre,A,2016C-2019C,2016/08/29,2019/12/13,2020/05/19 17:59,1900/01/01 00:00,1900/01/01 00:00
246,100,4,2,Segundo cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/19 22:24,1900/01/01 00:00,1900/01/01 00:00
247,101,4,3,Tercero cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/19 22:41,1900/01/01 00:00,1900/01/01 00:00
248,102,4,4,Cuarto cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/19 22:59,1900/01/01 00:00,1900/01/01 00:00
249,103,4,5,Quinto cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/19 23:10,1900/01/01 00:00,1900/01/01 00:00
250,133,4,6,Sexto cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/19 23:22,1900/01/01 00:00,1900/01/01 00:00
251,101,4,1,Primer cuatrimestre,A,2019B-2022A,2019/05/06,NULL,2020/05/19 23:33,2020/05/19 23:40,1900/01/01 00:00
252,101,4,2,Segundo cuatrimestre,A,2019B - 2022A,2019/05/06,NULL,2020/05/19 23:37,1900/01/01 00:00,1900/01/01 00:00
253,102,4,2,Segundo cuatrimestre,A,2019B-2022A,2019/05/06,NULL,2020/05/19 23:45,1900/01/01 00:00,1900/01/01 00:00
254,103,4,3,Tercero cuatrimestre,A,2019B-2022A,2019/05/06,NULL,2020/05/19 23:49,1900/01/01 00:00,1900/01/01 00:00
255,133,4,4,Cuarto cuatrimestre,A,2019B-2022A,2019/05/06,NULL,2020/05/19 23:53,1900/01/01 00:00,1900/01/01 00:00
256,102,4,1,Primer cuatrimestre,A,2019C-2022B,2019/09/02,NULL,2020/05/19 23:58,1900/01/01 00:00,1900/01/01 00:00
257,103,4,2,Segundo cuatrimestre,A,2019C-2022B,2019/09/02,NULL,2020/05/20 00:09,1900/01/01 00:00,1900/01/01 00:00
258,133,4,3,Tercero cuatrimestre,A,2019C-2022B,2019/09/02,NULL,2020/05/20 00:16,1900/01/01 00:00,1900/01/01 00:00
259,103,4,1,Primer cuatrimestre,A,2020A-2022C,2020/01/02,NULL,2020/05/20 00:26,1900/01/01 00:00,1900/01/01 00:00
260,133,4,2,Segundo cuatrimestre,A,2020A-2022C,2020/01/02,NULL,2020/05/20 00:32,1900/01/01 00:00,1900/01/01 00:00
261,133,4,1,Primer cuatrimestre,A,2020B-2023A,2020/05/04,NULL,2020/05/20 00:37,2020/05/20 01:01,1900/01/01 00:00
262,140,4,8,Octavo cuatrimestre,A,2018A-2020C,2018/01/08,NULL,2020/05/20 00:57,2020/05/20 00:57,1900/01/01 00:00
263,112,4,1,Primer cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/20 01:07,1900/01/01 00:00,1900/01/01 00:00
264,62,4,4,Cuarto cuatrimestre,NA,2016C-2019C,2016/08/29,2019/12/13,2020/05/20 11:20,2020/05/20 12:38,1900/01/01 00:00
265,65,4,4,Cuarto cuatrimestre,A,2016C-2019C,2016/08/29,2019/12/13,2020/05/20 12:38,1900/01/01 00:00,1900/01/01 00:00
266,143,4,13,Primer semestre,A,2017B-2019A ,2017/09/04,2019/08/09,2020/05/20 13:53,1900/01/01 00:00,1900/01/01 00:00
267,144,4,14,Segundo semestre,A,2017B-2019A ,2017/09/04,2019/08/09,2020/05/20 13:59,1900/01/01 00:00,1900/01/01 00:00
268,145,4,15,Tercero semestre,A,2017B-2019A ,2017/09/04,2019/08/09,2020/05/20 14:00,1900/01/01 00:00,1900/01/01 00:00
269,146,4,16,Cuarto semestre,A,2017B-2019A ,2017/09/04,2019/08/09,2020/05/20 14:01,1900/01/01 00:00,1900/01/01 00:00
270,113,4,2,Segundo cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/20 23:31,1900/01/01 00:00,1900/01/01 00:00
271,114,4,3,Tercero cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/20 23:41,1900/01/01 00:00,1900/01/01 00:00
272,115,4,4,Cuarto cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/21 00:17,1900/01/01 00:00,1900/01/01 00:00
273,116,4,5,Quinto cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/21 00:32,1900/01/01 00:00,1900/01/01 00:00
274,140,4,6,Sexto cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/21 00:48,1900/01/01 00:00,1900/01/01 00:00
275,113,4,1,Primer cuatrimestre,A,2019A-2021C,2019/01/02,NULL,2020/05/21 01:01,1900/01/01 00:00,1900/01/01 00:00
276,114,4,2,Segundo cuatrimestre,A,2019A-2021C,2019/01/02,NULL,2020/05/21 01:19,2020/05/21 01:19,1900/01/01 00:00
277,115,4,3,Tercero cuatrimestre,A,2019A-2021C,2019/01/02,NULL,2020/05/21 01:23,1900/01/01 00:00,1900/01/01 00:00
278,116,4,4,Cuarto cuatrimestre,A,2019A-2021C,2019/01/02,NULL,2020/05/21 01:25,1900/01/01 00:00,1900/01/01 00:00
279,140,4,5,Quinto cuatrimestre,A,2019A-2021C,2019/01/02,NULL,2020/05/21 01:29,1900/01/01 00:00,1900/01/01 00:00
280,150,4,13,Primer semestre,A,2017B-2019B,2017/09/04,2020/02/07,2020/05/21 11:40,1900/01/01 00:00,1900/01/01 00:00
281,151,4,14,Segundo semestre,A,2017B-2019B,2017/09/04,2020/02/07,2020/05/21 12:01,1900/01/01 00:00,1900/01/01 00:00
282,114,4,1,Primer cuatrimestre,A,2019B-2022A,2019/05/06,NULL,2020/05/21 19:07,1900/01/01 00:00,1900/01/01 00:00
283,115,4,2,Segundo cuatrimestre,A,2019B-2022A,2019/05/06,NULL,2020/05/21 19:16,1900/01/01 00:00,1900/01/01 00:00
284,116,4,3,Tercero cuatrimestre,A,2019B-2022A,2019/05/06,NULL,2020/05/21 19:19,1900/01/01 00:00,1900/01/01 00:00
285,115,4,1,Primer cuatrimestre,A,2019C-2022B,2019/09/02,NULL,2020/05/21 19:24,1900/01/01 00:00,1900/01/01 00:00
286,116,4,2,Segundo cuatrimestre,A,2019C-2022B,2019/09/02,NULL,2020/05/21 19:55,1900/01/01 00:00,1900/01/01 00:00
287,140,4,3,Tercero cuatrimestre,A,2019C-2022B,2019/09/02,NULL,2020/05/21 20:00,1900/01/01 00:00,1900/01/01 00:00
288,115,4,1,Primer cuatrimestre,B,2019C-2022B,2019/09/10,NULL,2020/05/21 20:09,1900/01/01 00:00,1900/01/01 00:00
289,116,4,2,Segundo cuatrimestre,B,2019C-2022B,2019/09/02,NULL,2020/05/21 20:17,1900/01/01 00:00,1900/01/01 00:00
290,140,4,3,Tercero cuatrimestre,B,2019C-2022B,2019/09/02,NULL,2020/05/21 20:22,1900/01/01 00:00,1900/01/01 00:00
291,116,4,1,Primer cuatrimestre,A,2020A-2022C,2020/01/02,NULL,2020/05/21 21:41,1900/01/01 00:00,1900/01/01 00:00
292,140,4,2,Segundo cuatrimestre,A,2020A-2022C,2020/01/02,NULL,2020/05/21 21:45,1900/01/01 00:00,1900/01/01 00:00
293,140,4,1,Primer cuatrimestre,A,2020B-2023A,2020/05/04,NULL,2020/05/21 22:01,1900/01/01 00:00,1900/01/01 00:00
294,155,2,2,Segundo cuatrimestre,A,2016C-2019C,2016/08/29,2019/12/13,2020/05/22 10:51,1900/01/01 00:00,1900/01/01 00:00
295,156,2,3,Tercero cuatrimestre,A,2016C-2019C,2016/08/29,2019/12/13,2020/05/22 13:42,1900/01/01 00:00,1900/01/01 00:00
296,157,2,4,Cuarto cuatrimestre,A,2016C-2019C,2016/08/29,2019/12/13,2020/05/22 13:54,1900/01/01 00:00,1900/01/01 00:00
297,157,2,5,Quinto cuatrimestre,NA,2016C-2019C,2016/08/29,2019/12/13,2020/05/22 14:11,1900/01/01 00:00,1900/01/01 00:00
298,157,2,6,Sexto cuatrimestre,NA,2016C-2019C,2016/08/29,2019/12/13,2020/05/22 14:13,1900/01/01 00:00,1900/01/01 00:00
299,157,2,7,Septimo cuatrimestre,NA,2016C-2019C,2016/08/29,2019/12/13,2020/05/22 14:16,1900/01/01 00:00,1900/01/01 00:00
300,157,2,8,Octavo cuatrimestre,NA,2016C-2019C,2016/08/29,2019/12/13,2020/05/22 14:32,1900/01/01 00:00,1900/01/01 00:00
301,157,2,9,Noveno cuatrimestre,NA,2016C-2019C,2016/08/29,2019/12/13,2020/05/22 14:34,1900/01/01 00:00,1900/01/01 00:00
302,157,2,10,Decimo cuatrimestre,NA,2016C-2019C,2016/08/29,2019/12/13,2020/05/22 14:36,1900/01/01 00:00,1900/01/01 00:00
303,92,4,1,Primer cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/22 21:11,1900/01/01 00:00,1900/01/01 00:00
304,93,4,2,Segundo cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/22 21:26,1900/01/01 00:00,1900/01/01 00:00
305,94,4,3,Tercero cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/22 21:38,1900/01/01 00:00,1900/01/01 00:00
306,95,4,4,Cuarto cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/22 21:47,1900/01/01 00:00,1900/01/01 00:00
307,96,4,5,Quinto cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/22 21:53,1900/01/01 00:00,1900/01/01 00:00
308,159,4,6,Sexto cuatrimestre,A,2018C-2021B,2018/08/27,NULL,2020/05/22 21:56,1900/01/01 00:00,1900/01/01 00:00
309,159,4,8,Octavo cuatrimestre,A,2018A-2020C,2018/01/08,NULL,2020/05/22 21:59,1900/01/01 00:00,1900/01/01 00:00
310,94,4,1,Primer cuatrimestre,A,2019B-2022A,2019/05/06,NULL,2020/05/22 22:04,1900/01/01 00:00,1900/01/01 00:00
311,95,4,2,Segundo cuatrimestre,A,2019B-2022A,2019/05/06,NULL,2020/05/22 22:15,1900/01/01 00:00,1900/01/01 00:00
312,96,4,3,Tercero cuatrimestre,A,2019B-2022A,2019/05/06,NULL,2020/05/22 22:22,1900/01/01 00:00,1900/01/01 00:00
313,159,4,4,Cuarto cuatrimestre,A,2019B-2022A,2019/05/06,NULL,2020/05/22 22:24,1900/01/01 00:00,1900/01/01 00:00
314,95,4,1,Primer cuatrimestre,A,2019C-2022B,2019/09/02,NULL,2020/05/22 22:30,1900/01/01 00:00,1900/01/01 00:00
315,96,4,2,Segundo cuatrimestre,A,2019C-2022B,2019/09/02,NULL,2020/05/22 22:46,1900/01/01 00:00,1900/01/01 00:00
316,159,4,3,Tercero cuatrimestre,A,2019C-2022B,2019/09/02,NULL,2020/05/22 22:52,1900/01/01 00:00,1900/01/01 00:00
317,96,4,1,Primer cuatrimestre,A,2020A-2022C,2020/01/02,NULL,2020/05/22 23:01,1900/01/01 00:00,1900/01/01 00:00
318,159,4,2,Segundo cuatrimestre,A,2020A-2022C,2020/01/02,NULL,2020/05/22 23:05,1900/01/01 00:00,1900/01/01 00:00
319,159,4,1,Primer cuatrimestre,A,2020B-2023A,2020/05/04,NULL,2020/05/22 23:11,1900/01/01 00:00,1900/01/01 00:00
320,163,4,1,Primer cuatrimestre,A,2017A-2019C,2017/01/02,2019/12/13,2020/05/23 12:29,1900/01/01 00:00,1900/01/01 00:00
321,164,4,2,Segundo cuatrimestre,A,2017A-2019C,2017/01/02,2019/12/13,2020/05/23 13:19,1900/01/01 00:00,1900/01/01 00:00
322,165,4,3,Tercero cuatrimestre,A,2017A-2019C,2017/01/02,2019/12/13,2020/05/23 13:30,1900/01/01 00:00,1900/01/01 00:00
323,166,4,4,Cuarto cuatrimestre,A,2017A-2019C,2017/01/02,2019/12/13,2020/05/23 13:55,1900/01/01 00:00,1900/01/01 00:00
324,167,4,5,Quinto cuatrimestre,A,2017A-2019C,2017/01/02,2019/12/13,2020/05/23 14:11,1900/01/01 00:00,1900/01/01 00:00
325,168,4,7,Septimo cuatrimestre,A,2017A-2019C,2017/01/02,2019/12/13,2020/05/23 14:19,1900/01/01 00:00,1900/01/01 00:00
326,168,4,6,Sexto cuatrimestre,A,2017A-2019C,2017/01/02,2019/12/13,2020/05/23 14:30,1900/01/01 00:00,1900/01/01 00:00
327,169,4,7,Septimo cuatrimestre,A,2017A-2019C ,2017/01/02,2019/12/13,2020/05/23 14:46,1900/01/01 00:00,1900/01/01 00:00
328,170,4,8,Octavo cuatrimestre,A,2017A-2019C,2017/01/02,2019/12/13,2020/05/23 14:56,1900/01/01 00:00,1900/01/01 00:00
329,171,4,9,Noveno cuatrimestre,A,2017A-2019C,2017/01/02,2019/12/13,2020/05/23 15:06,1900/01/01 00:00,1900/01/01 00:00
330,151,4,13,Primer semestre,A,2018 B - 2020 B,2018/09/03,NULL,2020/05/25 13:14,1900/01/01 00:00,1900/01/01 00:00
331,159,4,8,Octavo cuatrimestre,NO APLICA,2018A-2020C,2018/01/08,NULL,2020/05/25 17:24,2020/05/25 17:25,2021/05/21 15:18
332,66,4,5,Quinto cuatrimestre,A,2016C-2019C,2016/08/29,2019/12/13,2020/05/26 10:13,1900/01/01 00:00,1900/01/01 00:00
333,67,4,6,Sexto cuatrimestre,A,2016C-2019C,2016/08/29,2019/12/13,2020/05/26 12:04,1900/01/01 00:00,1900/01/01 00:00
334,68,4,7,Septimo cuatrimestre,A,2016C-2019C,2016/08/29,2019/12/13,2020/05/26 13:32,1900/01/01 00:00,1900/01/01 00:00
335,145,4,13,Primer semestre,A,2018 B - 2020 A,2018/09/03,2020/08/07,2020/05/26 13:53,2020/05/27 16:20,1900/01/01 00:00
336,69,4,8,Octavo cuatrimestre,A,2016C-2019C,2016/08/29,2019/12/13,2020/05/26 15:45,1900/01/01 00:00,1900/01/01 00:00
337,88,4,9,Noveno cuatrimestre,A,2016C-2019C,2016/08/29,2019/12/13,2020/05/27 09:53,1900/01/01 00:00,1900/01/01 00:00
338,152,4,15,Tercero semestre,A,2017B-2019B,2017/09/04,2020/02/07,2020/05/27 10:18,1900/01/01 00:00,1900/01/01 00:00
339,153,4,16,Cuarto semestre,A,2017B-2019B,2017/09/04,2020/02/07,2020/05/27 10:25,1900/01/01 00:00,1900/01/01 00:00
340,154,4,17,Quinto semestre,A,2017B-2019B,2017/09/04,2020/02/07,2020/05/27 11:44,1900/01/01 00:00,1900/01/01 00:00
341,89,4,10,Decimo cuatrimestre,A,2016C-2019C,2016/08/29,2019/12/13,2020/05/27 12:02,1900/01/01 00:00,1900/01/01 00:00
342,146,4,14,Segundo semestre,A,2018 B - 2020 A,2018/09/03,2020/08/07,2020/05/27 16:18,1900/01/01 00:00,1900/01/01 00:00
343,145,4,14,Segundo semestre,A,2018 B - 2020 A,2018/09/03,2020/08/07,2020/05/27 16:20,1900/01/01 00:00,1900/01/01 00:00
344,145,4,15,Tercero semestre,A,2018 B - 2020 A,2018/09/03,2020/08/07,2020/05/27 16:30,1900/01/01 00:00,1900/01/01 00:00
345,145,4,16,Cuarto semestre,A,2018 B - 2020 A,2018/09/03,2020/08/07,2020/05/27 16:38,1900/01/01 00:00,1900/01/01 00:00
346,172,4,13,Primer semestre,A,2019 B - 2021 A,2019/09/02,NULL,2020/05/27 16:41,2020/06/01 16:40,1900/01/01 00:00
347,172,4,13,Primer semestre,A,2020 A - 2020 B,2020/03/02,NULL,2020/05/27 16:48,1900/01/01 00:00,1900/01/01 00:00
348,73,3,13,Primer semestre,A,2016A-2019B,2016/03/07,2020/02/07,2020/05/28 16:44,2020/05/28 16:45,1900/01/01 00:00
349,73,3,14,Segundo semestre,A,2016A-2019B,2016/03/07,2020/02/07,2020/05/28 17:16,1900/01/01 00:00,1900/01/01 00:00
350,73,3,15,Tercero semestre,A,2016A-2019B,2016/03/07,2020/02/07,2020/05/28 17:53,1900/01/01 00:00,1900/01/01 00:00
351,74,3,14,Segundo semestre,A,2016A-2019B,2016/03/07,2020/02/07,2020/05/28 18:17,1900/01/01 00:00,1900/01/01 00:00
352,75,3,15,Tercero semestre,A,2016A-2019B,2016/03/07,2020/02/07,2020/05/28 18:44,1900/01/01 00:00,1900/01/01 00:00
353,76,3,16,Cuarto semestre,A,2016A-2019B,2016/03/07,2020/02/07,2020/05/28 19:12,1900/01/01 00:00,1900/01/01 00:00
354,77,3,17,Quinto semestre,A,2016A-2019B,2016/03/07,2020/02/07,2020/05/28 19:41,1900/01/01 00:00,1900/01/01 00:00
355,78,3,18,Sexto semestre,A,2016A-2019B,2016/03/07,2020/02/07,2020/05/28 20:03,1900/01/01 00:00,1900/01/01 00:00
356,79,3,19,Septimo semestre,A,2016A-2019B,2016/03/07,2020/02/07,2020/05/29 18:51,1900/01/01 00:00,1900/01/01 00:00
357,80,1,20,Octavo semestre,NO APLICA ,NO APLICA ,2016/03/07,2020/02/07,2020/05/29 20:15,2020/06/29 13:05,2021/05/21 15:18
358,172,4,15,Tercero semestre,A,2018 B - 2020 A,2018/09/03,2020/08/07,2020/06/01 16:36,1900/01/01 00:00,1900/01/01 00:00
359,173,4,16,Cuarto semestre,A,2018 B - 2020 A,2018/09/03,2020/08/07,2020/06/01 16:50,1900/01/01 00:00,1900/01/01 00:00
360,173,4,13,Primer semestre,A,2020 A - 2021 B,2020/03/02,NULL,2020/06/01 16:57,1900/01/01 00:00,1900/01/01 00:00
361,152,4,13,Primer semestre,A,2018B - 2020B,2018/09/03,2021/02/05,2020/06/04 10:30,1900/01/01 00:00,1900/01/01 00:00
362,153,4,14,Segundo semestre,A,2018B - 2020B,2018/09/03,2021/02/05,2020/06/05 11:15,1900/01/01 00:00,1900/01/01 00:00
363,154,4,15,Tercero semestre,A,2018B - 2020B,2018/09/03,2021/02/05,2020/06/05 11:35,1900/01/01 00:00,1900/01/01 00:00
364,174,4,16,Cuarto semestre,A,2018B - 2020B,2018/09/03,2021/02/05,2020/06/05 13:32,1900/01/01 00:00,1900/01/01 00:00
365,152,4,13,Primer semestre,B,2018B - 2020B,2018/09/03,2021/02/05,2020/06/05 13:42,1900/01/01 00:00,1900/01/01 00:00
