id,ciclo_escolar_id,turno_id,grado_id,descripcion,grupo,generacion,generacion_fecha_inicio,generacion_fecha_fin,created_at,updated_at,deleted_at
8107,1181,2,3,Tercero cuatrimestre,B,2021C-2024C,2021/08/30,NULL,2022/10/18 12:12,1900/01/01 00:00,1900/01/01 00:00
8108,1093,4,3,Tercero cuatrimestre,C,2022B-2025B,2022/05/09,NULL,2022/10/18 12:27,1900/01/01 00:00,1900/01/01 00:00
8109,1349,4,9,Noveno cuatrimestre,A,2019C-2022C,2019/09/02,NULL,2022/10/18 12:31,1900/01/01 00:00,1900/01/01 00:00
8110,1005,4,15,Tercero semestre,A,2019B-2021B,2019/09/02,2022/02/11,2022/10/18 12:53,1900/01/01 00:00,1900/01/01 00:00
8111,1240,4,16,Cuarto semestre,A,2019B-2021B,2019/09/02,2022/02/11,2022/10/18 12:54,1900/01/01 00:00,1900/01/01 00:00
8112,1344,4,17,Quinto semestre,A,No aplica,2019/09/02,2022/02/11,2022/10/18 12:56,2022/10/18 13:34,1900/01/01 00:00
8113,1181,4,2,Segundo cuatrimestre,C,2022A-2025A,2022/01/05,NULL,2022/10/18 13:11,1900/01/01 00:00,1900/01/01 00:00
8114,1380,4,13,Primer semestre,A,2021 A -  2024 B,2021/03/01,2024/12/14,2022/10/18 13:18,2023/01/18 10:54,1900/01/01 00:00
8115,1367,1,4,Cuarto cuatrimestre,A,2021C - 2024C,2021/08/30,NULL,2022/10/18 13:50,1900/01/01 00:00,1900/01/01 00:00
8116,1381,4,13,Primer semestre,A,2017B  - 2021 A,2017/09/04,2021/02/08,2022/10/18 14:43,1900/01/01 00:00,1900/01/01 00:00
8117,1390,2,1,Primer cuatrimestre,1A,2022C,2022/08/31,2025/12/17,2022/10/18 17:10,1900/01/01 00:00,1900/01/01 00:00
8118,1389,1,2,Segundo cuatrimestre,A,2022B-2025B,2022/04/09,2025/08/22,2022/10/18 17:11,1900/01/01 00:00,1900/01/01 00:00
8119,1390,2,2,Segundo cuatrimestre,2A,2022B,2022/05/09,2025/08/31,2022/10/18 17:24,1900/01/01 00:00,1900/01/01 00:00
8120,1390,2,3,Tercero cuatrimestre,3A,2022A,2022/01/05,2025/04/30,2022/10/18 17:25,1900/01/01 00:00,1900/01/01 00:00
8121,1390,2,4,Cuarto cuatrimestre,4A,2021C,2021/08/30,2024/12/17,2022/10/18 17:25,1900/01/01 00:00,1900/01/01 00:00
8122,1390,2,5,Quinto cuatrimestre,5A,2021B,2021/05/10,2024/08/31,2022/10/18 17:26,1900/01/01 00:00,1900/01/01 00:00
8123,1390,2,6,Sexto cuatrimestre,6A,2021A,2021/01/04,2024/04/30,2022/10/18 17:27,1900/01/01 00:00,1900/01/01 00:00
8124,1389,1,7,Septimo cuatrimestre,A,2020C-2023C,2020/09/02,2023/12/15,2022/10/18 17:43,1900/01/01 00:00,1900/01/01 00:00
8125,1391,1,10,Decimo cuatrimestre,A,2019C-2022C,2019/08/28,2022/12/16,2022/10/18 17:50,1900/01/01 00:00,1900/01/01 00:00
8126,1365,1,1,Primer cuatrimestre,A,2022C-2025C,2022/08/31,2025/12/19,2022/10/18 17:58,1900/01/01 00:00,1900/01/01 00:00
8127,1365,1,10,Decimo cuatrimestre,A,2019C-2022C,2019/08/28,2022/12/16,2022/10/18 18:09,1900/01/01 00:00,1900/01/01 00:00
8128,1365,1,9,Noveno cuatrimestre,A,2020A-2023A,2020/01/08,2023/04/28,2022/10/18 18:16,1900/01/01 00:00,1900/01/01 00:00
8129,1365,1,7,Septimo cuatrimestre,A,2020C-2023C,2020/09/02,2023/12/15,2022/10/18 18:21,1900/01/01 00:00,1900/01/01 00:00
8130,1365,1,5,Quinto cuatrimestre,A,2021B-2024B,2021/05/03,2024/08/23,2022/10/18 18:35,1900/01/01 00:00,1900/01/01 00:00
8131,1365,1,4,Cuarto cuatrimestre,A,2021C-2024C,2021/08/25,2024/12/21,2022/10/18 18:38,1900/01/01 00:00,1900/01/01 00:00
8132,1393,1,10,Decimo cuatrimestre,A,2019C-2022C,2019/08/28,2022/12/16,2022/10/18 18:44,1900/01/01 00:00,1900/01/01 00:00
8133,1393,1,7,Septimo cuatrimestre,A,2020C-2023C,2020/09/02,2023/12/22,2022/10/18 18:47,1900/01/01 00:00,1900/01/01 00:00
8134,1393,1,5,Quinto cuatrimestre,A,2021B-2024B,2021/05/03,2024/08/23,2022/10/18 18:48,1900/01/01 00:00,1900/01/01 00:00
8135,1393,1,3,Tercero cuatrimestre,A,2022A-2025A,2022/01/05,2025/05/02,2022/10/18 18:55,1900/01/01 00:00,1900/01/01 00:00
8136,1284,4,3,Tercero cuatrimestre,A,2022A-2024C,2022/01/05,2024/12/20,2022/10/18 19:25,1900/01/01 00:00,1900/01/01 00:00
8137,1380,4,13,Primer semestre,A,2021A  -  2024B,2021/03/01,2024/02/01,2022/10/19 08:21,1900/01/01 00:00,1900/01/01 00:00
8138,1284,4,8,Octavo cuatrimestre,A,2020B-2023A,2020/05/04,2023/04/28,2022/10/19 10:34,1900/01/01 00:00,1900/01/01 00:00
8139,1284,4,7,Septimo cuatrimestre,A,2020C-2023B,2020/08/31,2023/08/18,2022/10/19 10:53,1900/01/01 00:00,1900/01/01 00:00
8140,1284,4,4,Cuarto cuatrimestre,A,2021C-2024B,2021/08/30,2024/08/16,2022/10/19 12:04,1900/01/01 00:00,1900/01/01 00:00
8141,1284,4,1,Primer cuatrimestre,A,2022C-2025B,2022/08/31,2025/08/22,2022/10/19 12:20,1900/01/01 00:00,1900/01/01 00:00
8142,1376,4,9,Noveno cuatrimestre,A,2020A-2022C,2020/01/02,2022/12/10,2022/10/19 12:23,1900/01/01 00:00,1900/01/01 00:00
8143,275,1,1,Primer cuatrimestre,UNICO,2017C-2021C,2017/08/28,NULL,2022/10/19 12:51,1900/01/01 00:00,1900/01/01 00:00
8144,1376,4,7,Septimo cuatrimestre,A,2020C-2023B,2020/08/31,2023/08/18,2022/10/19 12:54,1900/01/01 00:00,1900/01/01 00:00
8145,276,1,2,Segundo cuatrimestre,UNICO,2017C-2021C,2017/08/28,NULL,2022/10/19 13:03,1900/01/01 00:00,1900/01/01 00:00
8146,1376,4,4,Cuarto cuatrimestre,A,NO APLICA,2022/01/05,NULL,2022/10/19 13:43,2023/02/19 09:30,1900/01/01 00:00
8147,1394,4,2,Segundo cuatrimestre,G1,2021C-2023C,2021/08/31,2023/08/18,2022/10/19 14:30,2022/10/21 13:48,1900/01/01 00:00
8148,1394,4,2,Segundo cuatrimestre,M1,2021C-2023C,2021/08/31,2023/08/18,2022/10/19 14:53,1900/01/01 00:00,1900/01/01 00:00
8149,1375,4,9,Noveno cuatrimestre,A,2020A-2022C,2020/01/02,NULL,2022/10/19 15:07,1900/01/01 00:00,1900/01/01 00:00
8150,1375,4,7,Septimo cuatrimestre,A,2020C-2023B,2020/08/31,NULL,2022/10/19 15:27,1900/01/01 00:00,1900/01/01 00:00
8151,1375,4,5,Quinto cuatrimestre,A,2021B-2024A,2021/05/10,NULL,2022/10/19 15:29,1900/01/01 00:00,1900/01/01 00:00
8152,1375,4,3,Tercero cuatrimestre,A,2022A-2024C,2022/01/05,NULL,2022/10/19 15:33,1900/01/01 00:00,1900/01/01 00:00
8153,1129,1,5,Quinto cuatrimestre,A,2021A-2023C,2021/01/06,NULL,2022/10/19 19:41,1900/01/01 00:00,1900/01/01 00:00
8154,1129,1,5,Quinto cuatrimestre,B,2021A-2023C,2021/01/06,NULL,2022/10/19 20:22,1900/01/01 00:00,1900/01/01 00:00
8155,1129,1,7,Septimo cuatrimestre,A,2020B-2023A,2020/05/11,NULL,2022/10/19 20:33,1900/01/01 00:00,1900/01/01 00:00
8156,1129,1,9,Noveno cuatrimestre,A,2019C-2022B,2019/08/30,NULL,2022/10/19 21:35,1900/01/01 00:00,1900/01/01 00:00
8157,1129,4,4,Cuarto cuatrimestre,A,2021B-2024A,2021/05/10,NULL,2022/10/20 09:35,1900/01/01 00:00,1900/01/01 00:00
8158,1129,4,4,Cuarto cuatrimestre,B,2021B-2024A,2021/05/10,NULL,2022/10/20 10:54,1900/01/01 00:00,1900/01/01 00:00
8159,688,2,1,Primer cuatrimestre,A,2021C-2024B,2021/08/30,NULL,2022/10/20 11:19,1900/01/01 00:00,1900/01/01 00:00
8160,761,2,2,Segundo cuatrimestre,A,2021C-2024B,2021/08/30,NULL,2022/10/20 11:32,1900/01/01 00:00,1900/01/01 00:00
8161,1129,2,3,Tercero cuatrimestre,A,2021C-2024B,2021/08/30,NULL,2022/10/20 11:38,1900/01/01 00:00,1900/01/01 00:00
8162,761,2,2,Segundo cuatrimestre,B,2021C-2024B,2021/08/30,NULL,2022/10/20 12:26,1900/01/01 00:00,1900/01/01 00:00
8163,1129,2,3,Tercero cuatrimestre,B,2021C-2024B,2021/08/30,NULL,2022/10/20 12:42,1900/01/01 00:00,1900/01/01 00:00
8164,688,1,1,Primer cuatrimestre,C,2021C-2024B,2021/08/30,NULL,2022/10/20 13:10,1900/01/01 00:00,1900/01/01 00:00
8165,761,1,2,Segundo cuatrimestre,C,2021C-2024B,2021/08/30,NULL,2022/10/20 13:37,1900/01/01 00:00,1900/01/01 00:00
8166,1129,1,3,Tercero cuatrimestre,C,2021C-2024B,2021/08/30,NULL,2022/10/20 13:53,1900/01/01 00:00,1900/01/01 00:00
8167,1396,1,9,Noveno cuatrimestre,A,2020A-2022C,2020/01/02,2022/12/09,2022/10/20 16:40,1900/01/01 00:00,1900/01/01 00:00
8168,1395,1,3,Tercero cuatrimestre,A,2021C-2024C,2021/08/30,NULL,2022/10/20 16:46,1900/01/01 00:00,1900/01/01 00:00
8169,1395,1,3,Tercero cuatrimestre,B,2O22A-2025A,2022/01/05,NULL,2022/10/20 16:47,1900/01/01 00:00,1900/01/01 00:00
8170,1395,1,9,Noveno cuatrimestre,A,2020A-2023A,2020/01/02,2023/04/28,2022/10/20 16:50,1900/01/01 00:00,1900/01/01 00:00
8171,1395,1,9,Noveno cuatrimestre,A,2020C-2023C,2020/09/01,2023/12/08,2022/10/20 16:51,1900/01/01 00:00,1900/01/01 00:00
8172,1395,1,9,Noveno cuatrimestre,A,2021A-2024A,2021/01/06,NULL,2022/10/20 16:52,1900/01/01 00:00,1900/01/01 00:00
8173,1193,1,5,Quinto cuatrimestre,A,2021A-2022C,2021/01/06,NULL,2022/10/20 22:11,1900/01/01 00:00,1900/01/01 00:00
8174,714,4,1,Primer cuatrimestre,A,2021B-2023A,2021/05/10,NULL,2022/10/21 00:03,1900/01/01 00:00,1900/01/01 00:00
8175,1006,4,2,Segundo cuatrimestre,A,2021B-2023A,2021/05/10,NULL,2022/10/21 00:08,1900/01/01 00:00,1900/01/01 00:00
8176,1007,4,3,Tercero cuatrimestre,A,2021B-2023A,2021/05/10,NULL,2022/10/21 00:12,1900/01/01 00:00,1900/01/01 00:00
8177,1193,4,4,Cuarto cuatrimestre,A,2021B-2023A,2021/05/10,NULL,2022/10/21 00:17,1900/01/01 00:00,1900/01/01 00:00
8178,809,4,13,Primer semestre,L-T-I,sep-20,2020/09/07,2022/08/26,2022/10/21 03:12,2023/04/18 17:53,1900/01/01 00:00
8179,809,4,13,Primer semestre,L-T-II,sep-20,2020/09/07,2022/08/26,2022/10/21 03:13,1900/01/01 00:00,1900/01/01 00:00
8180,1398,4,3,Tercero cuatrimestre,G1,2021C-2023C,2021/08/31,2023/08/18,2022/10/21 10:51,2022/10/21 13:49,1900/01/01 00:00
8181,1367,2,4,Cuarto cuatrimestre,A,2021C - 2024C,2021/08/30,NULL,2022/10/21 11:46,1900/01/01 00:00,1900/01/01 00:00
8182,1370,1,4,Cuarto cuatrimestre,A,2021C-2024B,2021/08/30,2024/08/18,2022/10/21 11:59,1900/01/01 00:00,1900/01/01 00:00
8183,1367,1,5,Quinto cuatrimestre,A,2021B - 2024B,2021/05/10,NULL,2022/10/21 12:10,1900/01/01 00:00,1900/01/01 00:00
8184,1367,1,7,Septimo cuatrimestre,A,2020C - 2023C,2020/08/31,NULL,2022/10/21 13:19,1900/01/01 00:00,1900/01/01 00:00
8185,1398,4,1,Primer cuatrimestre,G2,2022B-2024A,2022/05/09,2024/04/26,2022/10/21 14:12,1900/01/01 00:00,1900/01/01 00:00
8186,1168,4,14,Segundo semestre,A,2018 B 2022 A,2018/09/03,NULL,2022/10/22 23:27,2023/02/14 13:58,1900/01/01 00:00
8187,1168,4,15,Tercero semestre,A,2019 A 2022 B,2019/03/04,NULL,2022/10/22 23:37,1900/01/01 00:00,1900/01/01 00:00
8188,1168,4,16,Cuarto semestre,A,2019 A 2022 B,2019/03/04,NULL,2022/10/22 23:46,1900/01/01 00:00,1900/01/01 00:00
8189,1168,4,17,Quinto semestre,A,2019 A 2022 B,2019/03/04,NULL,2022/10/23 00:04,1900/01/01 00:00,1900/01/01 00:00
8190,1168,4,18,Sexto semestre,A,2019 A 2022 B,2019/03/04,NULL,2022/10/23 00:17,1900/01/01 00:00,1900/01/01 00:00
8191,1168,4,19,Septimo semestre,A,2019 A 2022 B,2019/03/04,NULL,2022/10/23 00:18,2022/10/23 00:19,1900/01/01 00:00
8192,1168,4,20,Octavo semestre,A,2019 A 2022 B,2019/03/04,NULL,2022/10/23 00:29,1900/01/01 00:00,1900/01/01 00:00
8193,1384,4,13,Primer semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/23 00:33,1900/01/01 00:00,1900/01/01 00:00
8194,1384,4,14,Segundo semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/23 00:39,1900/01/01 00:00,1900/01/01 00:00
8195,1384,4,15,Tercero semestre,A,2018 B  2022  A,2018/09/03,NULL,2022/10/23 00:41,2023/02/15 09:14,1900/01/01 00:00
8196,1384,4,16,Cuarto semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/23 00:41,1900/01/01 00:00,1900/01/01 00:00
8197,1384,4,17,Quinto semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/23 00:42,1900/01/01 00:00,1900/01/01 00:00
8198,1384,4,18,Sexto semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/23 00:42,1900/01/01 00:00,1900/01/01 00:00
8199,1384,4,19,Septimo semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/23 00:42,1900/01/01 00:00,1900/01/01 00:00
8200,1384,4,20,Octavo semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/23 00:43,1900/01/01 00:00,1900/01/01 00:00
8201,1385,4,13,Primer semestre,A,2020 A  2023  B,2020/03/02,NULL,2022/10/23 00:46,1900/01/01 00:00,1900/01/01 00:00
8202,1385,4,14,Segundo semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/23 00:48,2022/12/01 13:46,1900/01/01 00:00
8203,1385,4,15,Tercero semestre,A,2020 A  2023  B,2020/03/02,NULL,2022/10/23 00:56,1900/01/01 00:00,1900/01/01 00:00
8204,1385,4,16,Cuarto semestre,A,2018 B  2022  A,2018/09/03,NULL,2022/10/23 01:01,2023/02/15 11:33,1900/01/01 00:00
8205,1385,4,17,Quinto semestre,A,2020 A  2023  B,2020/03/02,NULL,2022/10/23 01:06,1900/01/01 00:00,1900/01/01 00:00
8206,1385,4,18,Sexto semestre,A,2020 A  2023  B,2020/03/02,NULL,2022/10/23 01:11,1900/01/01 00:00,1900/01/01 00:00
8207,1386,4,13,Primer semestre,A,2020 B 2024  A,2020/08/31,NULL,2022/10/23 01:16,1900/01/01 00:00,1900/01/01 00:00
8208,1386,4,14,Segundo semestre,A,2020 B 2024  A,2020/08/31,NULL,2022/10/23 01:24,1900/01/01 00:00,1900/01/01 00:00
8209,1386,4,15,Tercero semestre,A,2020 B 2024  A,2020/08/31,NULL,2022/10/23 01:31,1900/01/01 00:00,1900/01/01 00:00
8210,1386,4,16,Cuarto semestre,A,2020 B 2024  A,2020/08/31,NULL,2022/10/23 01:37,1900/01/01 00:00,1900/01/01 00:00
8211,1386,4,17,Quinto semestre,A,2018 B 2022  A,2018/09/03,NULL,2022/10/23 01:42,2023/02/16 14:14,1900/01/01 00:00
8212,1367,1,1,Primer cuatrimestre,B,2022C-2025C,2022/08/31,NULL,2022/10/24 11:58,1900/01/01 00:00,1900/01/01 00:00
8213,1367,1,1,Primer cuatrimestre,D,2022C-2025C,2022/08/31,NULL,2022/10/24 11:58,1900/01/01 00:00,1900/01/01 00:00
8214,1367,1,9,Noveno cuatrimestre,A,2020A - 2023A,2020/01/02,NULL,2022/10/24 12:41,1900/01/01 00:00,1900/01/01 00:00
8215,1367,2,9,Noveno cuatrimestre,A,2020A - 2023A,2020/01/02,NULL,2022/10/24 12:42,1900/01/01 00:00,1900/01/01 00:00
8216,1402,4,13,Primer semestre,A,2019 A 2022 B,2019/03/04,NULL,2022/10/24 20:41,1900/01/01 00:00,1900/01/01 00:00
8217,1403,4,13,Primer semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/24 20:46,1900/01/01 00:00,1900/01/01 00:00
8218,1403,4,14,Segundo semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/24 20:52,1900/01/01 00:00,1900/01/01 00:00
8219,1403,4,15,Tercero semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/24 21:01,1900/01/01 00:00,1900/01/01 00:00
8220,1403,4,16,Cuarto semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/24 21:05,1900/01/01 00:00,1900/01/01 00:00
8221,1403,4,17,Quinto semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/24 21:11,1900/01/01 00:00,1900/01/01 00:00
8222,1403,4,18,Sexto semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/24 21:15,1900/01/01 00:00,1900/01/01 00:00
8223,1403,4,19,Septimo semestre,A,2019 B  2023  A,2019/09/02,NULL,2022/10/24 21:18,1900/01/01 00:00,1900/01/01 00:00
8224,1404,4,13,Primer semestre,A,2020 A  2023  B,2020/03/02,NULL,2022/10/24 21:20,1900/01/01 00:00,1900/01/01 00:00
8225,1404,4,14,Segundo semestre,A,2020 A  2023  B,2020/03/02,NULL,2022/10/24 21:21,1900/01/01 00:00,1900/01/01 00:00
8226,1404,4,15,Tercero semestre,A,2019 A  2022  B,2019/03/04,NULL,2022/10/24 21:22,2023/02/21 10:50,1900/01/01 00:00
8227,1404,4,16,Cuarto semestre,A,2020 A  2023  B,2020/03/02,NULL,2022/10/24 21:22,1900/01/01 00:00,1900/01/01 00:00
8228,1404,4,17,Quinto semestre,A,2020 A  2023  B,2020/03/02,NULL,2022/10/24 21:22,1900/01/01 00:00,1900/01/01 00:00
8229,1404,4,18,Sexto semestre,A,2020 A  2023  B,2020/03/02,NULL,2022/10/24 21:23,1900/01/01 00:00,1900/01/01 00:00
8230,1405,4,13,Primer semestre,A,2020 B 2024  A,2020/08/31,NULL,2022/10/24 21:25,1900/01/01 00:00,1900/01/01 00:00
8231,1405,4,14,Segundo semestre,A,2020 B 2024  A,2020/08/31,NULL,2022/10/24 21:26,1900/01/01 00:00,1900/01/01 00:00
8232,1405,4,15,Tercero semestre,A,2020 B 2024  A,2020/08/31,NULL,2022/10/24 21:26,1900/01/01 00:00,1900/01/01 00:00
8233,1405,4,16,Cuarto semestre,A,2020 B 2024  A,2020/08/31,NULL,2022/10/24 21:26,1900/01/01 00:00,1900/01/01 00:00
8234,1405,4,17,Quinto semestre,A,2020 B 2024  A,2020/08/31,NULL,2022/10/24 21:27,1900/01/01 00:00,1900/01/01 00:00
8235,1367,1,10,Decimo cuatrimestre,A,2019C - 2022C,2019/09/02,2022/12/09,2022/10/25 09:31,1900/01/01 00:00,1900/01/01 00:00
8236,1367,2,10,Decimo cuatrimestre,A,2019C - 2022C,2019/09/12,2022/12/09,2022/10/25 09:32,1900/01/01 00:00,1900/01/01 00:00
8237,1354,1,10,Decimo cuatrimestre,A,2019C-2022C,2019/09/02,2022/12/10,2022/10/25 09:51,1900/01/01 00:00,1900/01/01 00:00
8238,1354,1,10,Decimo cuatrimestre,B,2019C-2022C,2019/09/02,2022/12/10,2022/10/25 09:52,1900/01/01 00:00,1900/01/01 00:00
8239,1354,2,10,Decimo cuatrimestre,A,2019C-2022C,2019/09/02,2022/12/10,2022/10/25 09:53,1900/01/01 00:00,1900/01/01 00:00
8240,1368,1,10,Decimo cuatrimestre,A,2019C - 2022C,2019/09/02,2022/12/09,2022/10/25 10:19,1900/01/01 00:00,1900/01/01 00:00
8241,1368,2,10,Decimo cuatrimestre,A,2019C - 2022C,2019/09/02,2022/12/09,2022/10/25 10:20,1900/01/01 00:00,1900/01/01 00:00
8242,1332,1,4,Cuarto cuatrimestre,B,2019-2022,2019/05/06,2022/08/19,2022/10/25 10:44,1900/01/01 00:00,1900/01/01 00:00
8243,1333,1,5,Quinto cuatrimestre,B,2019-2022,2019/05/06,2022/08/19,2022/10/25 11:06,1900/01/01 00:00,1900/01/01 00:00
8244,1334,1,6,Sexto cuatrimestre,B,2019-2022,2019/05/06,2022/08/19,2022/10/25 11:22,1900/01/01 00:00,1900/01/01 00:00
8245,854,1,7,Septimo cuatrimestre,B,2019-2022,2019/05/06,2022/08/19,2022/10/25 11:40,1900/01/01 00:00,1900/01/01 00:00
8246,1335,1,8,Octavo cuatrimestre,B,2019-2022,2019/05/06,2022/08/19,2022/10/25 11:57,1900/01/01 00:00,1900/01/01 00:00
8247,1336,1,9,Noveno cuatrimestre,B,2019-2022,2019/05/06,2022/08/19,2022/10/25 12:13,1900/01/01 00:00,1900/01/01 00:00
8248,629,NULL,10,Decimo cuatrimestre,UNICO,NULL,NULL,NULL,2022/10/25 15:29,1900/01/01 00:00,1900/01/01 00:00
8249,1367,4,8,Octavo cuatrimestre,P,2020A - 2023A,2020/01/02,NULL,2022/10/25 16:46,1900/01/01 00:00,1900/01/01 00:00
8250,783,1,13,Primer semestre,A,2018B-2022B,2018/09/03,2023/02/10,2022/10/26 12:03,1900/01/01 00:00,1900/01/01 00:00
8251,1411,1,20,Octavo semestre,A,2018B-2022A,2018/09/03,2022/02/10,2022/10/26 13:30,1900/01/01 00:00,1900/01/01 00:00
8252,1412,1,13,Primer semestre,A,2019A-2023-A,2019/03/04,2023/08/11,2022/10/26 13:46,1900/01/01 00:00,1900/01/01 00:00
8253,1412,1,13,Primer semestre,B,2019A-2023A,2019/03/04,2023/08/11,2022/10/26 13:47,1900/01/01 00:00,1900/01/01 00:00
8254,1412,1,13,Primer semestre,C,2019A-2023A,2019/03/04,2023/08/11,2022/10/26 13:48,1900/01/01 00:00,1900/01/01 00:00
8255,1412,1,13,Primer semestre,H,2019A-2023A,2019/03/04,2023/08/11,2022/10/26 13:49,1900/01/01 00:00,1900/01/01 00:00
8256,1412,2,13,Primer semestre,D,2019A-2023A,2019/03/04,2023/08/11,2022/10/26 13:56,1900/01/01 00:00,1900/01/01 00:00
8257,1414,2,8,Octavo cuatrimestre,A,2020B-2023A,2020/05/04,NULL,2022/10/26 14:04,1900/01/01 00:00,1900/01/01 00:00
8258,1354,1,1,Primer cuatrimestre,A,2022C-2025C,2022/08/31,NULL,2022/10/26 14:13,1900/01/01 00:00,1900/01/01 00:00
8259,1354,1,1,Primer cuatrimestre,B,2022C-2025C,2022/08/31,NULL,2022/10/26 14:13,1900/01/01 00:00,1900/01/01 00:00
8260,1354,1,1,Primer cuatrimestre,C,2022C-2025C,2022/08/31,NULL,2022/10/26 14:13,1900/01/01 00:00,1900/01/01 00:00
8261,1354,1,1,Primer cuatrimestre,D,2022C-2025C,2022/08/31,NULL,2022/10/26 14:14,1900/01/01 00:00,1900/01/01 00:00
8262,1354,2,1,Primer cuatrimestre,A,2022C-2025C,2022/08/31,NULL,2022/10/26 14:14,1900/01/01 00:00,1900/01/01 00:00
8263,1415,1,14,Segundo semestre,A,2019 B - 2023 A,2019/09/02,NULL,2022/10/26 14:47,1900/01/01 00:00,1900/01/01 00:00
8264,1412,3,13,Primer semestre,E,2019A-2023A,2019/03/04,2023/08/11,2022/10/26 14:48,1900/01/01 00:00,1900/01/01 00:00
8265,1412,1,13,Primer semestre,F,2019A-2023A,2019/03/04,2023/08/11,2022/10/26 14:49,1900/01/01 00:00,1900/01/01 00:00
8266,1412,1,13,Primer semestre,G,2019A-2023A,2019/03/04,2023/08/11,2022/10/26 14:50,1900/01/01 00:00,1900/01/01 00:00
8267,1290,4,2,Segundo cuatrimestre,43BRv,2022B-2023A,2022/05/06,2023/04/29,2022/10/27 10:17,1900/01/01 00:00,1900/01/01 00:00
8268,1286,4,2,Segundo cuatrimestre,34MV,2022B-2022C,2022/05/09,2022/12/17,2022/10/27 11:08,1900/01/01 00:00,1900/01/01 00:00
8269,1367,4,9,Noveno cuatrimestre,P,2019C - 2022C,2019/09/02,2022/12/09,2022/10/27 12:24,1900/01/01 00:00,1900/01/01 00:00
8270,1368,4,9,Noveno cuatrimestre,P,2019C - 2022C,2019/09/02,2022/12/09,2022/10/27 12:25,1900/01/01 00:00,1900/01/01 00:00
8271,1367,4,3,Tercero cuatrimestre,P,2021C - 2024C,2021/08/30,NULL,2022/10/27 12:28,1900/01/01 00:00,1900/01/01 00:00
8272,1285,4,3,Tercero cuatrimestre,15 NM,2022A-2022C,2022/01/05,2022/12/17,2022/10/27 12:39,1900/01/01 00:00,1900/01/01 00:00
8273,1412,1,14,Segundo semestre,A,2018B-2022B,2018/09/03,2019/08/09,2022/10/27 12:46,1900/01/01 00:00,1900/01/01 00:00
8274,1416,4,3,Tercero cuatrimestre,17C,"	2022A-2022C",2022/01/05,2022/12/16,2022/10/27 12:57,1900/01/01 00:00,1900/01/01 00:00
8275,1418,1,15,Tercero semestre,A,2019 B - 2023 A,2019/09/02,NULL,2022/10/27 13:19,1900/01/01 00:00,1900/01/01 00:00
8276,1417,4,2,Segundo cuatrimestre,8EM,2022B-2023A,2022/05/09,2023/05/06,2022/10/27 13:25,1900/01/01 00:00,1900/01/01 00:00
8277,1417,4,3,Tercero cuatrimestre,7E,2022A-2022C,2022/01/06,2022/12/17,2022/10/27 13:29,1900/01/01 00:00,1900/01/01 00:00
8278,1289,4,3,Tercero cuatrimestre,20U,2022A-2022C,2022/01/05,2022/12/17,2022/10/27 13:36,1900/01/01 00:00,1900/01/01 00:00
8279,1419,1,15,Tercero semestre,A,2018B-2022B,2018/09/03,2023/02/10,2022/10/27 13:41,1900/01/01 00:00,1900/01/01 00:00
8280,1426,1,16,Cuarto semestre,A,2019 B - 2023 A,2019/09/02,NULL,2022/10/27 13:49,1900/01/01 00:00,1900/01/01 00:00
8281,1419,1,16,Cuarto semestre,A,2018B-2022B,2018/09/03,2023/02/10,2022/10/27 14:21,1900/01/01 00:00,1900/01/01 00:00
8282,1427,1,17,Quinto semestre,A,2019 B - 2023 A,2019/09/02,NULL,2022/10/27 14:28,1900/01/01 00:00,1900/01/01 00:00
8283,1420,1,16,Cuarto semestre,A,2018B-2022B,2018/09/03,2023/02/10,2022/10/27 14:30,1900/01/01 00:00,1900/01/01 00:00
8284,1428,1,18,Sexto semestre,A,2019 B - 2023 A,2019/09/02,NULL,2022/10/27 14:53,1900/01/01 00:00,1900/01/01 00:00
8285,742,4,14,Segundo semestre,B,2018B-2022B,2018/09/03,2023/02/10,2022/10/27 16:40,1900/01/01 00:00,1900/01/01 00:00
8286,1421,1,17,Quinto semestre,A,2018B-2022B,2018/09/03,2023/02/10,2022/10/28 12:49,1900/01/01 00:00,1900/01/01 00:00
8287,1231,1,6,Sexto cuatrimestre,A,2018C - 2022B,2018/08/31,2022/08/19,2022/10/28 13:12,1900/01/01 00:00,1900/01/01 00:00
8288,1422,1,18,Sexto semestre,A,2018B-2022B,2018/09/03,2023/02/10,2022/10/28 13:46,1900/01/01 00:00,1900/01/01 00:00
